timestamp,speaker,words,tags
00:00:06.299,Mya,"My email the script that I sent you is really just sort of a general overview of the types of things that i'd like to talk to you about, but if you could start just with a general introduction to who you are, as you feel comfortable and generally what your adoption story is and.How if and how I guess you feel it's changed either how you've been told it, how you tell it to other people over the years.",
00:00:44.040,Participant 002,"I was born in Jiangsu at some point, probably. I was adopted when I was under a year old in the late 90s like a lot of other Chinese adoptees. My parents are both white. I have two siblings, one older one younger, who are also adopted from China. I grew up knowing I was adopted um I mean obviously the racial differences, but even then like as a kid you don't really notice your race until you really get to school and people comment about it. But I always knew I was adopted, I have no idea... I have no memory of being told, it was just kind of a fact; I also knew my my siblings were both adopted. It was just kind of a fact of life. My parents enroll us in... I guess I would call it 'culture camp,' I have no idea what the it was actually called, when I was younger and so that was Mandarin lessons like Chinese arts and crafts--paper cutting... we made paper at one point--watching movies, some of which were Asian themed others were just as the kids thing. I don't know when I stopped it, but I just remember thinking, because my parents, I believe asked me [if I wanted to stop], but it was a thing I did on Saturdays I don't really care either way. My parents did put me in Chinese dance, and I did that for a couple years when I was younger until my dance teacher retired and I decided not to I don't want to go to someone else. My mom actually worked at an adoption agency; and I think by the time she worked there, I think it's the color blind approach had been debunked the most part, I mean I know other adoptees who are adopted around the same time, who apparently it was not debunked for those parents, but for my parents my mom was always pretty clear about you know making sure we knew we were adopted, trying to engage us in Chinese culture, despite it us not wanting to. We had adoption group reunions, and so I know... not with my older sibling's group, I never understood why, I'm not sure if she had a like an actual group or not, but definitely with my group and with my younger sibling's group, we did that when we younger [although eventually] it just kinda stopped. But yeah I don't know if I have told my adoption story to a lot of people, it's not part of my introduction, it doesn't come up with strangers. And I tend to also just keep a pretty straightforward, I don't really go into details with people unless I'm good friends with them. So I don't necessarily think it's really changed all that much. Me feelings towards my adoption have shifted but that's because I was never really involved in like--I did do the adoptee reunions sort of thing, but those were pretty like one off events--so I was never really involved [in the adoption community], but when the pandemic started and I got board, I started joining adoptee Facebook groups like SAAT and stuff, so that's when I started, you know, like knowing more adoptees than just my adopting group and the ones that I somehow randomly found encountered by accident. Which kind of opened [some doors to new perspectives]--because I've never had like a really negative view of my adoption and I still don't really do, like I know there are a lot of opinions there, and some of which I agree with, some of which I disagree with--but on the whole, for me, my adoption is still a very positive experience.", adoption-story;adoption-industry;other-adoptees;birth-culture;adoption-perspective
00:04:54.990,Mya,For the like the the culture classes that you and your siblings participated in; were those specifically for adoptees or were they just generally for diasporic Chinese?,
00:04:54.990,Participant 002,"I have no idea. I know there were other adoptees. And I remember for my Chinese dance class I think a lot of us were adopted, I don't know if it was specific to adoptees though.", other-adoptees;birth-culture
00:05:17.160,Mya,"Did you. I guess, both in like how your mom sort of explained it to you, but also just I guess in your participating in it... I know you mentioned that you weren't necessarily like super gung Ho on participating all the time, was that something that you saw as as your culture per se, or was it just sort of an auxiliary thing. ",
00:05:42.840,Participant 002,"I mean, I knew I was Chinese. And yeah, I knew this was part of you know my birth culture. But I don't think I really had strong feelings. Like I thought, like 'Oh, this is cool' or 'Oh, are these dresses I really pretty' sort of thing, but I don't think there was any you know heartfelt connection to it.", birth-culture;connection
00:06:18.000,Mya,"Is that something that's changed over time, or have you developed an interest since in sort of reclaiming or participating or learning more about Chinese culture.",
00:06:32.400,Participant 002,"A little. Mostly through exposure to pop culture, so my friends got into K pop and then, of course, that got me into C pop. And I it was just all East Asian stuff for a while, but there's definitely a deeper interest because I am an adoptee but at the same time, it's not like... I see some adoptees are really *connected* and like really want to reclaim their culture, but I don't think that's it for me. Like I do it on a kind of surface level, and only if i'm interested in it.",birth-culture;asian-diaspora;other-adoptees;connection;ambivalence
00:07:08.070,Mya,yeah are there aspects of your adoptive parents' culture that you that you identify with more?,
00:07:21.780,Participant 002,"I mean, I say I'm Canadian I would never say--both my parents have family or like families were from from Great Britain and I would never say I'm Northern Irish or anything but I do say I'm Canadian and I do, like I refer to my parents' relatives as my own and not just the immediate family, who i've met... I do refer--well, depending on how close they are I guess, like I would describe someone as my dad's cousin cousin or or my dad's cousin's daughter--but I say my grandparents are my grandparents and I do call them my relatives. I mean we have family traditions, but I want to stay there necessarily ethnic based.", adopted-culture;family-ties;connection;identity
00:08:10.080,Mya,"mm hmm that makes sense, did you and your siblings grow up with a lot of like books or media or other things, in addition to the the meetings that you would have with your adoption groups that were related to adoption?",
00:08:30.840,Participant 002,"We had books definitely like children's books and I know my mom at some point, not that often, but she would come to our class and like read one of those children's books about adoption. You know, like 'there are different types of dogs'--I can't remember the actual name of that book, but it's one that we read a lot. She owuld come and explain to the class. I think she did at least twice, but I don't remember how many times it's kind of a blur... The adoption group reunions were like every two years,just an aside, they weren't actually that frequent. We'd sometimes go to... I lived in the same city of where my adoption agency was and sometimes they'd put on adoptee events. Not that often, but they would. And then for like Chinese New Year we would have Chinese food. My dad makes a very good stir fry. We did have some things, but it wasn't like we are completely immersed in it, but I also don't necessarily think we should have been like completely immersed cuz I don't think my parents were know what they're doing and I wouldn't have liked that", adoption-media;adoption-conversations;birth-culture;connection
00:09:51.000,Mya,"yeah I mean do you do you think that your parents took on or have taken on like a sort of kinship with Chinese culture in a way, because of their adoption of you and your siblings?",
00:10:11.580,Participant 002,"A little, maybe, but it is very much only because--my impression is that it was very much only because we were adopted from China.",birth-culture
00:10:19.980,Mya,"When your mom would come into your classes to do those presentations was that ever something that you had to participate in as well, or that you were encouraged to sort of.take part of the explaining bit or anything like that.",
00:10:36.090,Participant 002,"i'm going to be honest, I don't remember. I don't think so. But I also am not sure.",
00:10:42.420,Mya,You mentioned one of your siblings is younger right.,
00:10:42.420,Participant 002,yeah middle child.,
00:10:42.420,Mya,Did you actively understand like what was going on what was happening when that something was adopted or did you travel with your parents to?,
00:11:10.980,Participant 002,"I know I didn't travel and she was adopted when I was three so I don't really remember it. I think I have vague memories of it but I'm not sure if I made them up in my head, you know how child memories are. I do remember, thinking of it, like remembering going to the airport, but I'm not sure how much of that is a trick of my mind versus an actual memory. But I knew, I mean like I knew all my siblings are adopted and my younger sister is actually from the same orphanage as me.",other-adoptees;family-ties;logistics
00:11:38.970,Mya,Oh really wow okay.,
00:11:50.250,Participant 002,"Yeah I forgot to mentione, but I have been back to China twice on specifically on homeland trips and they were both when I was--there was one when I was seven and one when I was nine, so I don't actually remember them that well either, but I have gone back and visited the orphanage and Chinese landmarks.",birth-culture;returning
00:12:08.070,Mya,Was the impetus of those trips like you're your own or was that at the encouragement of your parents or...?,
00:12:08.070,Participant 002,"Oh, my parents planned it. Cuz I mean i'm certain they were told 'you should bring your child back to China at some point'? And they were specifically homeland trips through the adoption agency. As a child I didn't really care that it was a homeland trip, but was very excited about the prospect of going somewhere. Of traveling. So it was very much more about a touristy thing than like a *homeland* trip.",returning;connection
